EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
356022242,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% SCOTT E ANDERSON,7908 MEADOWBROOK DR,INDIANAPOLIS,IN,46240-2659,1599,5,9,3000,196310,2,0,264480279,5,1,202212,0,0,2,0,12,0,0,0,,151
356022278,SAINT JAMES LUTHERAN CHURCH,,1206 N MILLER AVE,MARION,IN,46952-1535,1709,3,9,7000,194107,1,10,1029000,5,1,,0,0,6,0,12,,,,,GOOD SHEPHERD LUTH PS
356022382,HAMON GRAY AMERICAN LEGION AUXILIARY UNIT 83 INC,% JULIE BURKE,238 E LINCOLNWAY,LAPORTE,IN,46350-3719,0,19,3,1000,201905,1,0,319000000,1,1,202306,0,0,2,0,6,0,0,0,W30,
356022460,LAPORTE COMMUNITY CONCERTS ASSOCIATION,% WILLIAM BURGER,2303 MONROE ST,LA PORTE,IN,46350-5236,0,3,3,2000,195210,1,15,119000000,5,1,202302,0,0,2,0,2,0,0,0,,
356022484,ROTARY INTERNATIONAL,,PO BOX 311,KOKOMO,IN,46903-0311,573,4,9,3000,194209,2,0,520349200,5,1,202306,0,0,2,0,6,0,0,0,,KOKOMO ROTARY CLUB
356022488,THE NATIONAL SOCIETY OF COLONIAL DAMES OF AMERICA IN,% KATHRYN LERCH,457 BURLINGTON LN,CARMEL,IN,46032-9162,0,3,3,1000,197206,1,16,59000000,1,1,202312,0,0,2,0,12,0,0,0,,
356022534,JACKSON COUNTY CO-OP CREDIT UNION,,705 WEST 2ND STREET,SEYMOUR,IN,47274-0000,0,14,3,1000,201910,2,0,921000000,1,1,202212,8,6,1,0,12,30477541,1299751,1299751,,
356022535,KIMBALL INTERNATIONAL-HABIG FOUNDATION INC,,1600 ROYAL ST,JASPER,IN,47546-2256,0,3,3,1270,195308,1,4,600030602,1,1,202206,5,3,0,1,6,561853,79223,,,
356022680,QUIGG FUND INC,,PO BOX 1,CULVER,IN,46511-0000,0,3,3,1000,196310,1,4,602000000,1,1,202212,6,5,0,1,12,2045283,597562,,,
356022740,WILLIAM A CARSON FOUNDATION INC,% ELIZABETH C CARSON,8910 OLD STATE RD,EVANSVILLE,IN,47711-6927,0,3,3,1000,195206,1,4,602000000,1,1,202212,2,1,0,1,12,22766,3578,,,
356022804,VETERANS OF FOREIGN WARS DEPARTMENT OF INDIANA AUXILIARY,% VICKI ALDERMAN,3011 S LOCKBURN ST,INDIANAPOLIS,IN,46241-6025,1220,4,9,3000,195305,1,0,908907000,5,1,202306,0,0,2,0,6,0,0,0,,908 VFW-IN
356022822,KAPPA KAPPA KAPPA INC,% PATRICIA SMITH,3648 S GLASGOW CIR,BLOOMINGTON,IN,47403-7904,1919,3,9,1200,196802,1,16,319000000,1,1,,0,0,1,0,6,,,,,BLOOMINGTON ALPHA ASC CHAPTER
356022867,GAMMA HOUSE CORPORATION OF KAPPA ALPHA THETA FRATERNITY,,825 W HAMPTON DR,INDIANAPOLIS,IN,46208-3451,0,2,3,1000,194506,2,0,36399000,1,1,202206,6,4,1,0,6,1833049,327283,327283,,
356022913,FARM BUREAU FOUNDATION,,PO BOX 1290,INDIANAPOLIS,IN,46206-1290,0,3,3,1200,196207,1,15,927561921,1,1,202212,4,4,1,0,12,285582,151268,151268,,
356022927,AMERICAN LEGION AUXILIARY,,4 MONROE STREET,VALPARAISO,IN,46383-0000,964,19,9,1000,193301,1,0,319000000,5,1,202306,0,0,2,0,6,0,0,0,,94 CHARLES PRATT
356022954,TRUSTEES OF PURDUE UNIVERSITY,% KATIE L ELLIS,203 S PRINCE ST STE B,PRINCETON,IN,47670-2151,5924,3,9,2000,201306,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,O52,GIBSON COUNTY HAZLETON 4-H
356022971,ORDER OF EASTERN STAR OF INDIANA,% NANCY FRAZER,210 WOODLAWN AVE,RICHMOND,IN,47374-4733,1596,10,9,1000,197209,1,0,602382040,5,1,202102,0,0,2,0,2,0,0,0,,49 LOYAL CHAPTER
356022977,PILOT CLUB INTERNATIONAL,% NANCY COUGHLIN,1714 BELMONT,SOUTH BEND,IN,46615-0000,669,4,9,3000,194405,2,0,602160040,5,1,202306,0,0,2,0,6,0,0,0,,PILOT CLUB OF SOUTH BEND
356022982,PSI IOTA XI SORORITY,% BEV KIMBLEY,726 W 7TH ST,SEYMOUR,IN,47274-1414,1133,3,9,1000,196704,2,16,36319000,1,1,,0,0,2,0,4,,,,,ALPHA BETA SEYMOUR IN
356023013,ST MARGARETS HOSPITAL GUILD INC,,PO BOX 40793,INDIANAPOLIS,IN,46240-0793,0,3,3,1000,201905,1,16,150000000,1,1,202307,5,5,1,0,7,580657,665135,371811,E11,
356023015,SIGMA PHI GAMMA INTERNATIONAL SORORITY INC,% KAY CLARK,708 W TOLEDO ST,FREMONT,IN,46737-7606,537,7,9,1000,196702,2,0,36279265,5,1,,0,0,2,0,12,,,,,ALPHA IOTA
356023019,AMERICAN LEIGON AUXILIARY,% MARTHA ADERS,451 W CLINTON ST,FRANKFORT,IN,46041-1816,964,19,9,1000,193301,1,0,319000000,5,1,202307,0,0,2,0,7,0,0,0,,12 WALTER T COHEE
356023032,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% STEPHANIE SCHWEITZER,9869 N PORT DR,MCCORDSVILLE,IN,46055-9378,1050,3,9,1200,193804,1,16,59062061,5,1,202204,6,4,1,0,4,1170502,118615,118615,,CAROLINE SCOTT HARRISON DAR
356023054,RUSH CO 4-H BOYS & GIRLS AGRL ASSN INC,% GINA LOGAN,101 E SECOND STREET COURTHOUSE,RUSHVILLE,IN,46173-0000,0,3,3,2000,195804,1,15,65207059,5,1,202212,0,0,2,0,12,0,0,0,,
356023159,ST PAULS LUTHERAN CHURCH,,563 N COUNTY ROAD 450 E,CONNERSVILLE,IN,47331-9162,9386,3,9,7000,198804,1,10,1000000,1,1,,0,0,6,0,12,,,,,
356023161,UNIONTOWN BAPTIST CHURCH,,2623 S US HIGHWAY 31,CROTHERSVILLE,IN,47229-9667,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,,,,,719
356023225,HEBRON CEMETERY ASSOCIATION INC,,4699 W COUNTY ROAD 300 N,GREENSBURG,IN,47240-9319,0,13,3,1000,200203,1,0,0,1,1,202212,4,1,2,0,12,229719,9252,9252,Y502,
356023235,KAPPA KAPPA KAPPA INC,% ANNETTE CARROLL,35 NORTHWAY DR,HUNTINGTON,IN,46750-1375,1919,3,9,1200,196802,1,16,927040000,1,1,,0,0,1,0,6,,,,,HUNTINGTON CHI CHAPTER
356023236,KOKOMO CIVIC THEATRE INC,,PO BOX 2112,KOKOMO,IN,46904-2112,0,3,3,2000,195307,1,16,119059000,1,1,202305,4,3,1,0,5,161756,80120,80120,A650,
356023245,MEMORIAL HOSPITAL SCHOOL OF NURSING ALUMNAE ASSN,% CONSTANCE GUERRA,540 VISTULA TER,MISHAWAKA,IN,46544-4117,0,7,3,1000,195805,2,0,318000000,5,1,202212,0,0,2,0,12,0,0,0,,
356023251,NORTH BURMA CHRISTIAN MISSION,% RONALD K MORSE,PO BOX 3313,TERRE HAUTE,IN,47803-0313,0,3,3,7000,195612,1,15,59179029,5,1,,0,0,13,0,12,,,,,
356023307,PHI KAPPA SIGMA FRATERNITY PURDUE CHAPTER,,PO BOX 944,LAFAYETTE,IN,47902-0944,0,2,3,1000,197007,2,0,36000000,1,1,202206,4,4,1,0,6,209728,260603,260603,,
356023308,PHI KAPPA TAU FRATERNITY PURDUE ASSN INC,% MICHAEL W LENNOX,7005 W 760 N,THORNTOWN,IN,46071-9168,0,7,3,1000,193810,2,0,36000000,1,1,202206,4,2,2,0,6,148443,10251,10251,,
356023332,PSI IOTA XI SORORITY,% LAURA STIGERS,5835 N 800 W,DELPHI,IN,46923-8482,1133,3,9,1000,196704,2,16,36319000,1,1,,0,0,2,0,4,,,,,BETA PSI-DELPHI IN
356023340,DEPAUW DELTA UPSILON ALUMNI CORP,,626 E SEMINARY STREET,GREENCASTLE,IN,46135-0000,0,2,3,1000,195306,2,0,36000000,1,1,202308,6,4,1,0,8,1716293,125307,125307,,
356023365,KAPPA KAPPA GAMMA FRATERNITY INC,,821 W HAMPTON DR,INDIANAPOLIS,IN,46208-3451,894,7,9,1000,194504,0,0,36000000,5,1,202006,6,5,1,0,6,1849166,580574,580574,,MU CHAPTER
356023368,DEPAUW CHAPTER HOUSE ASSN OF PHI DELTA THETA INC,,20 CENTRAL SQUARE,GREENCASTLE,IN,46135-0000,0,2,3,1000,193911,2,0,922000000,1,1,202307,6,4,1,0,7,1013543,177664,177664,,
356023372,KOCH FOUNDATION INC,% ROBERT L KOCH II,10 S 11TH AVE,EVANSVILLE,IN,47712-5020,0,3,3,1000,194705,1,4,602561328,1,1,202212,8,7,0,1,12,37209160,6916472,,,
356023391,EVANGELICAL COVENANT CHURCH LAFAYETTE IN,,3600 S 9TH ST,LAFAYETTE,IN,47909-3540,2650,3,9,7000,197507,1,10,1000000,5,1,201312,0,0,6,0,12,,,,,
356023423,ST PAULS LUTHERAN CHURCH,,5869 S STATE ROAD 129,VERSAILLES,IN,47042-9102,9386,3,9,7000,198804,1,10,1000000,1,1,201112,0,0,6,0,12,,,,,
356023484,CONNERSVILLE FIRST CHURCH OF THE NAZARENE,,918 VINE ST,CONNERSVILLE,IN,47331-3232,1588,3,9,7000,196307,1,10,1000000,5,1,,0,0,6,0,12,,,,,
356023489,INDIANA AUDUBON SOCIETY INC,% MARY GRAY BIRD SANCTUARY,3499 S BIRD SANCTUARY RD,CONNERSVILLE,IN,47331-8721,0,3,3,8000,194001,1,16,350059000,1,1,202212,6,4,1,0,12,2453987,434042,434042,C300,
356023508,ST JAMES CHILD CARE MINISTRY,,PO BOX 327,REYNOLDS,IN,47980-0327,1709,3,9,7000,194107,1,10,1029000,5,1,,0,0,6,0,12,,,,,
356023509,UNITARIAN UNIVERSALIST CHURCH OF TIPPECANOE COUNTY,% UNITARIAN UNIVERSALIST CHURCH INC,333 MERIDIAN ST,W LAFAYETTE,IN,47906-2603,0,3,3,7000,201906,1,10,0,1,1,202212,4,4,6,0,12,140176,236078,236078,X20,
356023533,KNIGHTS OF COLUMBUS,% JOSEPH BOYCE,PO BOX 1533,VALPARAISO,IN,46384-1533,188,8,9,1000,194010,1,0,36029265,5,1,202212,0,0,2,0,12,0,0,0,,738 VALPARAISO COUNCIL
356023602,AMERICAN LEGION AUXILIARY,% CONNIE HAYNES,211 N SUPERIOR ST,ANGOLA,IN,46703-1438,964,4,9,1300,194610,1,0,907000000,5,1,202306,0,0,2,0,6,0,0,0,,31 ANGOLA
356023655,TWELVE MILE COMMUNITY FIRE DEPT INC,,PO BOX 13,TWELVE MILE,IN,46988-0000,0,3,3,1000,200411,1,15,407000000,1,1,202212,4,3,1,0,12,146285,78739,72767,M24,
356023714,COLUMBUS REGIONAL HOSPITAL FOUNDATION INC,,2400 17TH ST,COLUMBUS,IN,47201-5351,0,3,3,1000,195212,1,17,41179000,1,1,202212,8,6,1,0,12,21991466,4698211,3795003,E22I,
356023715,BUCK CREEK COMMUNITY ASSOCIATION INC,% PATTY BUCK,PO BOX 85,BUCK CREEK,IN,47924-0085,0,3,3,1000,201402,1,16,407000000,1,1,202212,4,3,1,0,12,258094,59508,59508,M24,
356023735,WEST SIDE NUT CLUB INC,% THOMAS FLEENOR,PO BOX 6032,EVANSVILLE,IN,47719-0032,0,4,3,1000,194909,2,0,602318000,1,1,202212,6,6,1,0,12,2130776,2309392,1229063,S80Z,
356023758,ALPHA SIGMA ALPHA SORORITY,% C/O LINDA LINEBACK,8240 TAUNTON RD,INDIANAPOLIS,IN,46260-4941,976,7,9,1000,196912,2,0,36059319,5,1,202305,0,0,2,0,5,0,0,0,,INDIANAPOLIS ALUMNAE CHAPTER
356023826,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% JOAN BONNET,PO BOX 1,LAFAYETTE,IN,47902-0001,1050,3,9,1200,196907,1,16,59062061,5,1,202212,0,0,2,0,12,0,0,0,,GENERAL DE LAFAYETTE DAR
356023877,HOWELL BOOSTER CLUB INC,% JOHN DRONE TREASURER,PO BOX 6506,EVANSVILLE,IN,47719-0506,0,4,3,1000,194307,2,0,999000000,1,1,202212,3,3,1,0,12,44653,84367,82093,,
356023894,BIERHAUS FOUNDATION INC,% JAYNE YOUNG,PO BOX 538,VINCENNES,IN,47591-0000,0,3,3,1270,195111,1,4,59927029,1,1,202212,6,4,0,1,12,1202102,259412,,,
356023923,LIGHT HOUSE MISSION INC,,1201 SOUTH 13TH STREET,TERRE HAUTE,IN,47802-0000,0,3,3,1000,194302,1,16,560029399,1,1,202212,6,6,1,0,12,2727036,1553476,1283619,P600,
356024002,INDIANA ACADEMY OF THE SOCIAL SCIENCES INC,% JIM THOMAS,3400 BROADWAY MP1103,GARY,IN,46408-1101,0,3,3,2000,194608,1,16,59205000,1,1,202212,0,0,2,0,12,0,0,0,,
356024015,PSI IOTA XI SORORITY,% PAM KARLE,3718 N 275 E,CRAWFORDSVLLE,IN,47933-7362,1133,3,9,1000,197112,2,16,36319000,1,1,,0,0,2,0,4,,,,,GAMMA XI-CRAWFORDSVILLE IN
356024053,TUNNELTON CEMETERY ASSN,% JON MALOTT,5368 LAWRENCEPORT RD,MITCHELL,IN,47446-6036,0,13,3,1000,201408,1,0,900000000,1,1,202212,0,0,2,0,12,0,0,0,Y50,
356024059,COMMUNICATION WORKERS OF AMERICA,% KIM WILKERSON,PO BOX 3184,TERRE HAUTE,IN,47803-0184,1102,5,9,1000,195011,2,0,263264279,5,1,202209,0,0,2,0,9,0,0,0,,34046 LOCAL
356024064,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF INDIANA,% BREWER-CULLEY POST,529 APPLE ST,GREENFIELD,IN,46140-1532,979,19,9,1000,194701,1,0,907908000,5,1,202306,4,4,1,0,6,407563,243927,77460,,2693 BREWER CULLEY POST VFW-IND
356024106,KAPPA KAPPA KAPPA INC,% LEIGH ANN CRAIG,986 LINLEY LN,GREENDALE,IN,47025-1292,1919,3,9,1200,196802,1,16,59927561,1,1,,0,0,1,0,6,,,,,LAWRENCEBURG PI CHAPTER
356024140,NEWCOMERS AND FRIENDS CLUB,% KIRSTEN LICARI,PO BOX 11062,TERRE HAUTE,IN,47801-1062,0,7,3,1000,197402,2,0,318319000,5,1,202305,0,0,2,0,5,0,0,0,,
356024166,UPSILON CHAPTER INC,,608 N COLLEGE AVE,BLOOMINGTON,IN,47404-3833,0,7,3,1000,195712,2,0,201399036,1,1,202206,6,4,1,0,6,4811172,332775,332775,,
356024224,KAPPA KAPPA KAPPA INC,% ANGIE STEINER,6036 E 50 N,MONTGOMERY,IN,47558-5537,1919,3,9,1200,196505,1,16,36602040,1,1,,0,0,2,0,6,,,,,WASHINGTON BETA ZETA CHAPTER
356024249,PHI BETA PSI SORORITY,% ALICIA RODRIGUEZ,4304 MONLINE AVE,INDIANAPOLIS,IN,46221-0000,1213,3,9,1000,200111,1,15,36319000,1,1,202105,0,0,2,0,5,0,0,0,B83,THETA PHI CHAPTER
356024282,FIRST PRESBYTERIAN CHURCH FOUNDATION OF FRANKLIN IND,,100 E MADISON ST,FRANKLIN,IN,46131-2330,0,3,3,7000,195412,1,10,1000000,1,1,,0,0,6,0,12,,,,,
356024297,HUNDRED CLUB OF INDIANAPOLIS INC,,9000 KEYSTONE XING STE 660,INDIANAPOLIS,IN,46240-2141,0,3,3,1000,195901,1,15,561000000,1,1,202212,4,3,1,0,12,456676,79402,79402,,
356024336,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% MELISSA TAYLOR,7567 MORGAN CREEK RD,WILLIAMSBURG,IN,47393-9796,1050,3,9,1200,193804,1,16,59062061,5,1,202306,0,0,2,0,6,0,0,0,,RICHMOND-INDIANA DAR
356024356,SOUTH BEND ELKHART AUDUBON SOCIETY INC,,PO BOX 581,MISHAWAKA,IN,46546-0581,0,3,3,2480,195110,1,16,350059000,1,1,202212,0,0,2,0,12,0,0,0,C300,
356024357,SCHURZ COMMUNICATIONS FOUNDATION,,1301 EAST DOUGLAS ROAD SUITE 200,MISHAWAKA,IN,46545-1732,0,3,3,1000,194107,1,4,602040000,1,1,202212,6,5,0,1,12,2337619,881322,,,
356024366,STUDENT FINANCIAL AID ASSOCIATION,% FREDERICK CASTLE,501 MAIN STREET SUITE 305,EVANSVILLE,IN,47708-0000,0,3,3,2000,195911,1,16,59561921,1,1,202212,5,3,2,0,12,527282,41980,-15276,B82Z,
356024381,THE LUTHERAN CEMETERY FOUNDATION OF PERSHING INDIANA INC,% DONNA WRIGHT,PO BOX 22,PERSHING,IN,47370-0022,0,13,3,1000,202302,1,0,900000000,1,1,202101,3,2,1,0,1,73698,21875,21875,Y50,
356024400,FIRST CHRISTIAN REFORMED CHURCH OF DEMOTTE,,1633 SOUTH HALLECK STREET,DEMOTTE,IN,46310-0000,2605,3,9,7000,197502,1,10,1000000,1,1,,0,0,6,0,12,,,,,
356024408,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% MARK A MASTISON,7117 E WALNUT ST,EVANSVILLE,IN,47715-0000,160,5,9,3000,195109,2,0,263264279,5,1,202212,5,4,1,0,12,575796,254975,243662,,L0357 EVANSVILLE
356024416,HARLAN MEMORIAL CEMETERY INC,% TIM KLOPFENSTEIN,19718 NOTESTINE RD,WOODBURN,IN,46797-9790,0,3,3,1000,201405,1,16,900000000,1,1,202212,0,0,2,0,12,0,0,0,Y50,
356024454,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% DAVID STANLEY,PO BOX 1403,LAFAYETTE,IN,47902-1403,160,5,9,3000,194407,2,0,263279000,5,1,202212,4,3,1,0,12,237196,95619,61475,,L0472 LAFAYETTE
356024471,ORLEANS CHAMBER OF COMMERCE,% ROBERT F HENDERSON,PO BOX 9,ORLEANS,IN,47452-0009,0,6,3,3000,201808,2,0,602349000,1,1,202012,0,0,2,0,12,0,0,0,S40,
356024480,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% DAVID FRUSHOUR,2374 S FAITH WAY,PERU,IN,46970-7372,239,4,9,3000,196603,2,0,999000000,5,1,202306,0,0,2,0,6,0,0,0,,9832 PERU
356024494,SHRINERS INTERNATIONAL,% MURAT SHRINERS,PO BOX 31,RICHMOND,IN,47375-0031,229,10,9,1000,194011,1,0,36000000,1,1,201912,0,0,1,0,12,,,,,TARUM SHRINE CLUB
356024512,DELTA EPSILON BUILDING CORPORATION,,201 WALDRON ST,WEST LAFAYETTE,IN,47906-0000,0,7,3,1000,197204,2,0,36399000,1,1,202206,5,5,1,0,6,698320,620574,620574,,
356024516,FORT WAYNE ENGINEERS CLUB INC,% RYAN STARK,828 W OAKDALE DR,FORT WAYNE,IN,46807-1814,0,6,3,2000,195911,2,0,205319000,1,1,202308,0,0,2,0,8,0,0,0,,
356024519,GERMAN AMERICAN FOUNDATION INC,% BRADLEY M RUST,711 MAIN STREET,JASPER,IN,47546-0000,0,3,3,1720,195510,1,4,602000000,1,1,202212,2,2,0,1,12,22644,24511,,,
356024526,BRANCH 271 RICHMOND IN OF THE NALC,% NALC BRANCH 271,PO BOX 151,RICHMOND,IN,47375-0151,0,5,3,3000,201703,2,0,263264279,5,1,202212,0,0,2,0,12,0,0,0,J40,
356024561,WEISELL BABER FOUNDATION INC,,132 E MAIN ST,PERU,IN,46970-2338,0,3,3,1000,196606,1,4,30040000,1,1,202212,5,3,0,1,12,813923,71565,,,
356024566,BALL STATE UNIVERSITY FOUNDATION,% AMY MCCLURE,2800 W BETHEL AVE,MUNCIE,IN,47304-2619,0,3,3,1000,195310,1,13,59922927,1,1,202206,9,9,1,0,6,327636932,115132017,39102530,B110,
356024583,INDIANA ALPHA STUDENT SCHOLARSHIP FOUNDATION INC,% JOHN ERVIN,PO BOX 40864,INDIANAPOLIS,IN,46240-0864,0,3,3,1000,195408,1,17,34040000,1,1,202206,6,5,1,0,6,1574111,610610,489808,B82Z,
356024590,MIAMI CO 4 H CLUB & LIVESTOCK SHOW ASSN INC COUNTY EXTENTION OFFICE,% CONNIE CADE,1029 W 200 N,PERU,IN,46970-0000,0,3,3,2000,195309,1,16,65207000,1,1,202210,6,4,1,0,10,1115426,303956,303956,O52Z,
356024596,PURDUE FARMHOUSE ASSOCIATION INC,% LEE STANISH,PO BOX 2387,WEST LAFAYETTE,IN,47996-0000,0,7,3,1000,201701,2,0,399000000,1,1,202212,7,0,2,0,12,6253910,0,0,B83,
356024606,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN AAUW OF FORT WAYNE BRANCH,,2406 FOXCHASE RUN,FORT WAYNE,IN,46825-3969,0,4,3,3000,201807,2,0,161180059,5,1,202306,0,0,2,0,6,0,0,0,B820,
356024616,FARMERS CHAPEL COMMUNITY CHURCH,% DAVID L BIGNEY,RT 1 BOX 247,FARMERSBURG,IN,47850-0000,0,3,3,7000,195408,1,10,1000000,1,1,,0,0,6,0,6,,,,,
356024699,KATE W SCHULTZ TRUST,% OLD NATIONAL TRUST CO,PO BOX 207,EVANSVILLE,IN,47702-0207,0,92,3,1000,197012,0,0,909000000,6,12,202212,4,4,0,1,12,223518,130865,,,
356024706,GREATER LAFAYETTE KENNEL CLUB INC,,PO BOX 4464,LAFAYETTE,IN,47903-0000,0,3,3,2400,201703,1,16,65207319,1,1,202212,4,4,1,0,12,110846,133067,133067,D61,
356024788,PETTICREW FOUNDATION,% C RICHARD PETTICREW,849 W 96TH ST,INDIANAPOLIS,IN,46260-1215,0,3,3,1270,196301,1,4,59602029,1,1,202303,4,1,0,1,3,342402,10,,,
356024816,INDIANA CHEMICAL TRUST,,PO BOX 207,EVANSVILLE,IN,47702-0207,0,3,3,1000,195506,1,4,602000000,2,1,202212,8,6,0,1,12,11904506,3784343,,,OLD NATIONAL TRUST COMPANY TTEE
356024934,GRAMELSPACHER FOUNDATION INC,,PO BOX 2386,INDIANAPOLIS,IN,46206-0000,0,3,3,1270,194702,1,4,30602150,1,1,202212,4,3,0,1,12,464935,85518,,,
356025043,EDNA ROBINSON TR,% BANK OF WOLCOTT,PO BOX 336,WOLCOTT,IN,47995-0336,0,13,3,1000,200108,1,0,0,1,1,202212,0,0,2,0,12,0,0,0,Y50,
356025060,KAPPA KAPPA KAPPA INC,% TONI KIMMEL,2102 MCKINLEY AVE,VINCENNES,IN,47591-5938,1919,3,9,1200,196802,1,16,36602561,1,1,,0,0,2,0,6,,,,,VINCENNES GAMMA ZETA CHAPTER
356025145,ALPHA CHI OMEGA FRATERNITY INC,% BALL STATE UNIVERSITY,BALL STATE UNIV AXO,MUNCIE,IN,47306-0001,467,7,9,1000,195105,2,0,36000000,5,1,,1,3,1,0,7,,,,,GAMMA MU CHAPTER
356025242,PLEASANT VALLEY COMMUNITY,,6994 N COUNTY ROAD 1000 W,MIDDLETOWN,IN,47356-9715,1489,3,9,7000,196007,1,10,1268000,1,1,,0,0,6,0,12,,,,,
356025283,FRODERMAN FOUNDATION INC,,PO BOX 10039,TERRE HAUTE,IN,47801-0039,0,3,3,2780,196401,1,4,201029399,1,1,202212,8,6,0,1,12,11705834,2605933,,,
356025330,IMMANUEL LUTHERAN CHURCH,% ST MATTHEW LUTH CHURCH,8705 S 100 E,HAMLET,IN,46532-9659,1709,3,9,7000,194107,1,10,1029000,5,1,,0,0,6,0,12,,,,,
356025336,MADISON COUNTY HISTORICAL SOCIETY INC,,PO BOX 696,ANDERSON,IN,46015-0696,0,3,3,2300,197005,1,15,62059000,1,1,202212,3,3,1,0,12,57262,65073,64162,,
356025345,PURDUE ALUMNI OF DELTA UPSILON INC,,4000 W 106TH ST STE 125-279,CARMEL,IN,46032-0000,0,8,3,1000,199903,2,0,0,1,1,202306,6,4,1,0,6,1080721,383097,383097,B118,
356025412,UNITED STEELWORKERS,% MARY HOWARD,522 MOBLEY ST,LOGANSPORT,IN,46947-0000,260,5,9,3000,196802,2,0,263264279,5,1,202212,0,0,2,0,12,0,0,0,,04863 LOCAL
356025421,LAFAYETTE CLERGY RELIEF ASSOCIATION INC,,409 E ALLEN ST,KENTLAND,IN,47951-1322,0,3,3,7000,195203,1,15,2000000,1,1,,0,6,13,0,1,,,,X20Z,
356025461,SIGMA PHI GAMMA INTERNATIONAL SORORITY INC,% RENE CHENAULT,PO BOX 85,ROANN,IN,46974-0085,537,7,9,1000,196702,2,0,36279265,5,1,,0,0,2,0,12,,,,,NU
356025623,WESTERN INDIANA CREDIT UNION,,101 N MAIN ST,SULLIVAN,IN,47882-1226,0,14,3,1000,196905,2,0,921922279,5,1,202212,8,6,1,0,12,37142507,1645673,1594463,,
356025647,INDIANAPOLIS LANDSCAPE ASSOCIATION INC,% DAVID TODD,4000 W 106TH ST STE 125,CARMEL,IN,46032-7730,0,6,3,2000,198504,2,0,205000000,1,1,202212,4,3,1,0,12,481259,90686,76827,,
356025651,NEW LIBERTY CHRISTIAN CHURCH,,1774 S NEW LIBERTY RD,VEEDERSBURG,IN,47987-8139,1125,3,9,7000,195105,1,10,0,5,1,,0,0,6,0,6,,,,,
356025795,QUESTA FOUNDATION FOR EDUCATION INC,,6502 CONSTITUTION DR,FORT WAYNE,IN,46804-1550,0,3,3,2000,195112,1,15,59921000,1,1,202306,8,7,1,0,6,16624759,6683364,3065583,B120,
356025802,KIWANIS INTERNATIONAL INC,% JERALD D MILLER,PO BOX 11,LOGANSPORT,IN,46947-0011,26,4,9,1300,196603,2,0,319000000,5,1,202209,0,0,2,0,9,0,0,0,,K00175 LOGANSPORT
356025844,BEACON CREDIT UNION,% STEVE CARYER,586 S WABASH ST,WABASH,IN,46992-3328,0,14,3,1000,201907,2,0,0,1,1,202212,9,9,1,0,12,1501055945,52795371,52771406,W61,
356025903,INDIANA EXTENSION HOMEMAKERS ASSOCIATION INC,% SANDRA SHANKS,9995 S STATE ROAD 25,ROCHESTER,IN,46975-7510,0,3,3,2100,197106,1,16,59040921,1,1,202206,4,4,1,0,6,368759,199910,195549,,
356025912,PSI IOTA XI SORORITY,% NANCY RICKETTS,403 JOHNSON CT,MADISON,IN,47250-2283,1133,3,9,1000,195106,2,16,36000000,5,1,,0,0,2,0,4,,,,,ZETA XI-MADISON IN
356025929,AMERICAN LEGION POST 0054 HOBART,% LARRY KEGEBEIN,PO BOX 217,HOBART,IN,46342-0217,925,19,9,1000,194603,1,0,907908000,1,1,202206,4,4,1,0,6,259549,258059,-183757,,
356025938,TRUSTEES OF PURDUE UNIVERSITY,% JOANNE LYTTON,102 N 4TH ST SUITE B,FLORA,IN,46929-7000,5924,3,9,2000,201306,1,15,149349000,1,1,202212,0,0,2,0,12,0,0,0,,CARROLL CO JUNIOR LEADERS 4-H CLUB
356026011,PUTNAM COUNTY PLAYHOUSE INC,,PO BOX 309,GREENCASTLE,IN,46135-0309,0,3,3,3000,196407,1,15,119000000,1,1,202209,4,4,1,0,9,362696,106238,102467,A650,
356026021,ROSS-ADE FOUNDATION,,1281 WIN HENTSCHEL BLVD,WEST LAFAYETTE,IN,47906-4335,0,3,3,2000,193602,1,17,59000000,1,1,202206,9,6,1,0,6,185779035,4230686,4230686,B800,
